Time,Time Code,Country Name,Country Code,Population growth (annual %) [SP.POP.GROW],"GDP per capita, PPP (constant 2017 international $) [NY.GDP.PCAP.PP.KD]",Net official development assistance and official aid received (constant 2020 US$) [DT.ODA.ALLD.KD],"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high) [IQ.CPA.TRAN.XQ]",Human capital index (HCI) (scale 0-1) [HD.HCI.OVRL]
1990,YR1990,Honduras,HND,2.80060965015231,3912.70204526407,660890014.648438,..,..
1990,YR1990,India,IND,2.14114053890499,1819.02159651288,2077889892.57813,..,..
1990,YR1990,Indonesia,IDN,1.77829086687315,4519.72279421074,2241860107.42188,..,..
1990,YR1990,"Iran, Islamic Rep.",IRN,3.92763404063868,9442.24811639528,174339996.337891,..,..
1990,YR1990,Kenya,KEN,3.40083169114175,3655.36205689276,1767500000,..,..
1990,YR1990,Kiribati,KIR,2.27258030207318,2045.23682558319,28549999.2370605,..,..
1990,YR1990,"Korea, Dem. People's Rep.",PRK,1.47508075307573,..,11739999.7711182,..,..
1990,YR1990,Kyrgyz Republic,KGZ,1.92448488335946,5158.31756938857,..,..,..
1990,YR1990,Lao PDR,LAO,2.84248933441209,1939.08623861287,151380004.882813,..,..
1990,YR1990,Lebanon,LBN,1.91594749510416,5862.83659812209,432850006.103516,..,..
1990,YR1990,Lesotho,LSO,1.78945956453694,1265.91890955313,211570007.324219,..,..
1990,YR1990,Liberia,LBR,-12.6455331753443,..,176279998.779297,..,..
1990,YR1990,Madagascar,MDG,2.95525730694496,1808.74353873908,600280029.296875,..,..
1990,YR1990,Malawi,MWI,3.89874198061952,939.176277760977,753330017.089844,..,..
1990,YR1990,Mali,MLI,1.92909162423801,1336.57190539601,729530029.296875,..,..
1990,YR1990,Mauritania,MRT,2.57454954842255,4611.94118707035,356399993.896484,..,..
1990,YR1990,"Micronesia, Fed. Sts.",FSM,1.8496015994527,2925.30792467777,..,..,..
1990,YR1990,Mongolia,MNG,1.89662637245764,5030.07325208107,19110000.6103516,..,..
1990,YR1990,Morocco,MAR,1.7353448117643,3595.33374023438,1839040039.0625,..,..
1990,YR1990,Mozambique,MOZ,1.63585539230579,460.123696680511,1493239990.23438,..,..
1990,YR1990,Myanmar,MMR,1.53324245133619,581.613311207808,218830001.831055,..,..
1990,YR1990,Nepal,NPL,2.43269712899839,1554.6020430045,528309997.558594,..,..
1990,YR1990,Nicaragua,NIC,2.35429940783244,3409.7759323466,517280029.296875,..,..
1990,YR1990,Niger,NER,3.0884637933207,1077.91146474223,582559997.558594,..,..
1990,YR1990,Nigeria,NGA,2.62859895485536,3259.58117509029,370429992.675781,..,..
1990,YR1990,Pakistan,PAK,3.29747116559875,3061.53338764049,1371819946.28906,..,..
1990,YR1990,Papua New Guinea,PNG,2.64424606515874,2907.35141333124,631859985.351563,..,..
1990,YR1990,Philippines,PHL,2.35297110942521,4232.47759456684,1646000000,..,..
1990,YR1990,Rwanda,RWA,2.4615927974137,932.657560244339,442609985.351563,..,..
1990,YR1990,Samoa,WSM,0.178533218884814,3655.88849972941,57400001.5258789,..,..
1990,YR1990,Sao Tome and Principe,STP,2.43758599564694,..,88930000.3051758,..,..
1990,YR1990,Senegal,SEN,2.88311000862987,2469.60318819172,1205540039.0625,..,..
1990,YR1990,Sierra Leone,SLE,3.91879952364396,1451.25403750035,88319999.6948242,..,..
1990,YR1990,Solomon Islands,SLB,3.00963173855987,2192.06502683137,65050003.0517578,..,..
1990,YR1990,Somalia,SOM,-0.517042260764541,..,780159973.144531,..,..
1990,YR1990,South Sudan,SSD,0.934530012321531,..,..,..,..
1990,YR1990,Sri Lanka,LKA,1.27216914397561,4011.65620094147,904739990.234375,..,..
1990,YR1990,Sudan,SDN,1.78038955394371,2756.53002929688,1316239990.23438,..,..
1990,YR1990,Syrian Arab Republic,SYR,3.0677656184809,..,1328750000,..,..
1990,YR1990,Tajikistan,TJK,2.87466415927608,3990.90060150463,..,..,..
1990,YR1990,Tanzania,TZA,2.64128400695922,1338.98095703125,1712729980.46875,..,..
1990,YR1990,Timor-Leste,TLS,2.4531203600002,..,159999.996423721,..,..
1990,YR1990,Togo,TGO,2.9398928934769,1740.3102860814,384510009.765625,..,..
1990,YR1990,Tunisia,TUN,2.19968610174394,5659.90741722017,577520019.53125,..,..
1990,YR1990,Uganda,UGA,3.22480181545626,901.660809496035,1004890014.64844,..,..
1990,YR1990,Ukraine,UKR,0.228429531226359,16428.48046875,426739990.234375,..,..
1990,YR1990,Uzbekistan,UZB,2.00483893313227,3638.87684030722,..,..,..
1990,YR1990,Vanuatu,VUT,2.48349524878471,2774.09026248747,72970001.2207031,..,..
1990,YR1990,Vietnam,VNM,2.18510462921386,2099.39464903207,248059997.558594,..,..
1990,YR1990,West Bank and Gaza,PSE,..,..,..,..,..
1990,YR1990,"Yemen, Rep.",YEM,3.83138071176847,..,688900024.414063,..,..
1990,YR1990,Zambia,ZMB,2.5713653551927,2290.03922595464,696289978.027344,..,..
1990,YR1990,Zimbabwe,ZWE,2.68096013142779,2704.75729939491,494089996.337891,..,..
1991,YR1991,Afghanistan,AFG,0.469880406765633,..,757070007.324219,..,..
1991,YR1991,Algeria,DZA,2.3846528039865,8517.37696170516,293730010.986328,..,..
1991,YR1991,Angola,AGO,3.32613717425745,5635.16645257516,403440002.441406,..,..
1991,YR1991,Bangladesh,BGD,1.93654400062741,1756.33262434421,2358969970.70313,..,..
1991,YR1991,Benin,BEN,3.06219746377698,2132.39681585033,390600006.103516,..,..
1991,YR1991,Bhutan,BTN,1.64599614396289,2682.30937512619,78599998.4741211,..,..
1991,YR1991,Bolivia,BOL,2.07379468212719,4575.70674736378,709619995.117188,..,..
1991,YR1991,Burkina Faso,BFA,2.52714173284372,1044.17391975505,626039978.027344,..,..
1991,YR1991,Burundi,BDI,2.00455847406761,1209.38815751804,380209991.455078,..,..
1991,YR1991,Cabo Verde,CPV,2.2130774464263,1607.76744011164,156960006.713867,..,..
1991,YR1991,Cambodia,KHM,3.83702258012232,..,134619995.117188,..,..
1991,YR1991,Cameroon,CMR,2.99225551122619,3251.75503614674,772830017.089844,..,..
1991,YR1991,Central African Republic,CAF,3.11315664341229,1157.38166280191,250800003.051758,..,..
1991,YR1991,Chad,TCD,3.62917884079971,1075.18408664169,391040008.544922,..,..
1991,YR1991,Comoros,COM,2.55522285350758,2695.25607401905,92669998.1689453,..,..
1991,YR1991,"Congo, Dem. Rep.",COD,3.29964939656104,1550.76370458349,701239990.234375,..,..
1991,YR1991,"Congo, Rep.",COG,2.779776802472,4986.69920460404,191979995.727539,..,..
1991,YR1991,Cote d'Ivoire,CIV,3.77913676848152,4119.78435381524,917359985.351563,..,..
1991,YR1991,Djibouti,DJI,8.52273921010975,..,151619995.117188,..,..
1991,YR1991,"Egypt, Arab Rep.",EGY,2.41133033369101,5895.10498849873,8510219726.5625,..,..
1991,YR1991,El Salvador,SLV,1.73422966487922,5178.94592116601,444910003.662109,..,..
1991,YR1991,Eritrea,ERI,-5.28818555159151,..,..,..,..
1991,YR1991,Eswatini,SWZ,4.09537405845672,4795.22855967404,80550003.0517578,..,..
1991,YR1991,Ethiopia,ETH,4.21131883429154,683.034734393377,1609579956.05469,..,..
1991,YR1991,"Gambia, The",GMB,4.04169215992848,2059.83204921195,148820007.324219,..,..
1991,YR1991,Ghana,GHA,2.5343846712328,2360.51271399971,1254630004.88281,..,..
1991,YR1991,Guinea,GIN,4.03433954932101,1485.4352325754,550039978.027344,..,..
1991,YR1991,Guinea-Bissau,GNB,2.06421152170118,2057.17430226274,166320007.324219,..,..
1991,YR1991,Haiti,HTI,2.01164838947874,3593.63930483279,265519989.013672,..,..
1991,YR1991,Honduras,HND,2.80313581156353,3678.26200900127,460059997.558594,..,..
1991,YR1991,India,IND,2.10189105362679,1800.01090232615,3723439941.40625,..,..
1991,YR1991,Indonesia,IDN,1.74217749925866,4742.62212983506,2335209960.9375,..,..
1991,YR1991,"Iran, Islamic Rep.",IRN,3.86261212941662,10239.6812398372,276480010.986328,..,..
1991,YR1991,Kenya,KEN,3.21165201895544,3590.74475362224,1281270019.53125,..,..
1991,YR1991,Kiribati,KIR,1.96136408217237,2005.51312177089,27719999.3133545,..,..
1991,YR1991,"Korea, Dem. People's Rep.",PRK,1.50789243922554,..,12630000.1144409,..,..
1991,YR1991,Kyrgyz Republic,KGZ,1.63530770758668,4671.52284995626,..,..,..
1991,YR1991,Lao PDR,LAO,2.80609494356005,1966.43868028,150179992.675781,..,..
1991,YR1991,Lebanon,LBN,2.01190351747569,8587.33701969104,183970001.220703,..,..
1991,YR1991,Lesotho,LSO,1.6818337468005,1331.52705923491,181710006.713867,..,..
1991,YR1991,Liberia,LBR,-13.0576707587255,..,241970001.220703,..,..
1991,YR1991,Madagascar,MDG,3.00501448400904,1644.51004750273,654520019.53125,..,..
1991,YR1991,Malawi,MWI,3.0141691007144,990.848048383293,806880004.882813,..,..
1991,YR1991,Mali,MLI,1.98072831755334,1464.26278993535,673260009.765625,..,..
1991,YR1991,Mauritania,MRT,2.96043871303152,4557.46867160089,316920013.427734,..,..
1991,YR1991,"Micronesia, Fed. Sts.",FSM,1.83294082975406,3085.50357596752,670000.016689301,..,..
1991,YR1991,Mongolia,MNG,1.77209320994808,4512.11011124839,86669998.1689453,..,..
1991,YR1991,Morocco,MAR,1.68397154027355,3789.9951171875,2225879882.8125,..,..
1991,YR1991,Mozambique,MOZ,1.91868540736041,473.612003764065,1579810058.59375,..,..
1991,YR1991,Myanmar,MMR,1.43844862378547,579.378753342704,228970001.220703,..,..
1991,YR1991,Nepal,NPL,2.58773592139474,1611.35951281728,509720001.220703,..,..
1991,YR1991,Nicaragua,NIC,2.32547551551321,3325.09157924601,1240170043.94531,..,..
1991,YR1991,Niger,NER,3.10507190767746,1040.36336746986,546239990.234375,..,..
1991,YR1991,Nigeria,NGA,2.56220123638405,3188.51031348849,375049987.792969,..,..
1991,YR1991,Pakistan,PAK,3.23064337372364,3114.24209884042,1665859985.35156,..,..
1991,YR1991,Papua New Guinea,PNG,3.20861357357665,3084.34379024768,575059997.558594,..,..
1991,YR1991,Philippines,PHL,2.37710880928449,4115.0171542867,1317869995.11719,..,..
1991,YR1991,Rwanda,RWA,2.23868589939967,889.078862836293,543750000,..,..
1991,YR1991,Samoa,WSM,0.30574073868909,3560.89883393251,64260002.1362305,..,..
1991,YR1991,Sao Tome and Principe,STP,2.2521050265006,..,78099998.4741211,..,..
1991,YR1991,Senegal,SEN,2.85544396696351,2463.92363500478,913440002.441406,..,..
1991,YR1991,Sierra Leone,SLE,1.21287531143333,1467.47988436184,150539993.286133,..,..
1991,YR1991,Solomon Islands,SLB,2.97261157298081,2255.5342012021,54180000.3051758,..,..
1991,YR1991,Somalia,SOM,-3.88044488916682,..,265619995.117188,..,..
1991,YR1991,South Sudan,SSD,2.41991379677985,..,..,..,..
1991,YR1991,Sri Lanka,LKA,1.20456969868137,4145.94903118721,1016429992.67578,..,..
1991,YR1991,Sudan,SDN,1.70566333632953,2909.6162109375,1283089965.82031,..,..
1991,YR1991,Syrian Arab Republic,SYR,2.96382215807541,..,742830017.089844,..,..
1991,YR1991,Tajikistan,TJK,2.52325954336764,3615.16607189196,..,..,..
1991,YR1991,Tanzania,TZA,2.57993124431027,1332.00244140625,1530660034.17969,..,..
1991,YR1991,Timor-Leste,TLS,1.90094183400359,..,1320000.05245209,..,..
1991,YR1991,Togo,TGO,2.90550941174001,1678.64016651686,290000000,..,..
1991,YR1991,Tunisia,TUN,2.14309706709538,5756.20856130626,506589996.337891,..,..
1991,YR1991,Uganda,UGA,3.27394166931985,921.0850515878,965309997.558594,..,..
1991,YR1991,Ukraine,UKR,0.210026075380664,14967.7333984375,541590026.855469,..,..
1991,YR1991,Uzbekistan,UZB,2.13215351211216,3544.58609395435,..,..,..
1991,YR1991,Vanuatu,VUT,2.48474623710383,2791.18589353958,68879997.253418,..,..
1991,YR1991,Vietnam,VNM,2.13831120512174,2177.47374392931,307970001.220703,..,..
1991,YR1991,West Bank and Gaza,PSE,4.47788760269407,..,..,..,..
1991,YR1991,"Yemen, Rep.",YEM,3.81939669011217,..,410529998.779297,..,..
1991,YR1991,Zambia,ZMB,2.49343756137176,2232.83744139574,1229060058.59375,..,..
1991,YR1991,Zimbabwe,ZWE,2.57603314089831,2781.78784356954,551229980.46875,..,..
1992,YR1992,Afghanistan,AFG,11.5225244151801,..,301920013.427734,..,..
1992,YR1992,Algeria,DZA,2.32375186283265,8471.5276053104,489040008.544922,..,..
1992,YR1992,Angola,AGO,3.24885002280732,5136.55037903611,461459991.455078,..,..
1992,YR1992,Bangladesh,BGD,1.84053318300066,1818.15076512284,2070969970.70313,..,..
1992,YR1992,Benin,BEN,3.06478636575957,2129.20121408603,382570007.324219,..,..
1992,YR1992,Bhutan,BTN,-3.90943185767227,2917.57950850309,71830001.8310547,..,..
1992,YR1992,Bolivia,BOL,2.04289956762452,4556.99345105859,917210021.972656,..,..
1992,YR1992,Burkina Faso,BFA,2.46263964821394,1021.14451625888,600309997.558594,..,..
1992,YR1992,Burundi,BDI,2.61539228418204,1190.06743509192,431140014.648438,..,..
1992,YR1992,Cabo Verde,CPV,2.44517050411919,1740.53571739499,162059997.558594,..,..
1992,YR1992,Cambodia,KHM,4.83668118364296,..,271309997.558594,..,..
1992,YR1992,Cameroon,CMR,2.93571035733927,3059.79236139903,976070007.324219,..,..
1992,YR1992,Central African Republic,CAF,3.18120254870409,1049.11941485628,236410003.662109,..,..
1992,YR1992,Chad,TCD,4.22080520943326,1113.22169971605,330549987.792969,..,..
1992,YR1992,Comoros,COM,2.3933667566365,2856.00856417072,64919998.1689453,..,..
1992,YR1992,"Congo, Dem. Rep.",COD,3.01236457976563,1346.74722225667,379649993.896484,..,..
1992,YR1992,"Congo, Rep.",COG,2.74597223403598,4978.35083844666,155039993.286133,..,..
1992,YR1992,Cote d'Ivoire,CIV,3.72188911543233,3959.5616632319,1026569946.28906,..,..
1992,YR1992,Djibouti,DJI,-0.85067596789085,..,149169998.168945,..,..
1992,YR1992,"Egypt, Arab Rep.",EGY,2.32406409289331,6017.30108272074,5574810058.59375,..,..
1992,YR1992,El Salvador,SLV,1.65505850095383,5451.63112275221,570969970.703125,..,..
1992,YR1992,Eritrea,ERI,-5.96418551668818,..,1379999.99523163,..,..
1992,YR1992,Eswatini,SWZ,3.90742851310281,4760.24751474307,80589996.3378906,..,..
1992,YR1992,Ethiopia,ETH,4.0695064434744,598.922751835545,1617930053.71094,..,..
1992,YR1992,"Gambia, The",GMB,3.94643302032502,2047.02755975861,152199996.948242,..,..
1992,YR1992,Ghana,GHA,2.48151592189423,2391.98674931802,837750000,..,..
1992,YR1992,Guinea,GIN,3.21952468826643,1485.42135543375,606760009.765625,..,..
1992,YR1992,Guinea-Bissau,GNB,2.88085929592715,2020.74183698318,149220001.220703,..,..
1992,YR1992,Haiti,HTI,1.95811490862095,3336.83647264565,151910003.662109,..,..
1992,YR1992,Honduras,HND,2.80594685995967,3793.71111916006,447940002.441406,..,..
1992,YR1992,India,IND,2.07434424472354,1859.71485077115,3203590087.89063,..,..
1992,YR1992,Indonesia,IDN,1.71013530352426,4965.1336102875,2253040039.0625,..,..
1992,YR1992,"Iran, Islamic Rep.",IRN,2.35371957141242,10331.3291969548,159050003.051758,..,..
1992,YR1992,Kenya,KEN,3.03679051921495,3455.49133713816,1194150024.41406,..,..
1992,YR1992,Kiribati,KIR,1.66850673243696,1989.6297412334,33930000.3051758,..,..
1992,YR1992,"Korea, Dem. People's Rep.",PRK,1.52489382821321,..,14479999.5422363,..,..
1992,YR1992,Kyrgyz Republic,KGZ,1.1538161192326,3978.90991431132,22620000.8392334,..,..
1992,YR1992,Lao PDR,LAO,2.7535956926722,2019.39134480369,189830001.831055,..,..
1992,YR1992,Lebanon,LBN,2.12289417037661,9788.92321671508,152740005.493164,..,..
1992,YR1992,Lesotho,LSO,1.57258523845161,1401.93210081589,200419998.168945,..,..
1992,YR1992,Liberia,LBR,5.68258679338161,..,167389999.389648,..,..
1992,YR1992,Madagascar,MDG,3.04087164695388,1614.09341961532,496709991.455078,..,..
1992,YR1992,Malawi,MWI,2.84609317022241,892.425227427108,801450012.207031,..,..
1992,YR1992,Mali,MLI,2.02456219304733,1388.73085237522,605320007.324219,..,..
1992,YR1992,Mauritania,MRT,3.85564113556433,4467.27563822921,270600006.103516,..,..
1992,YR1992,"Micronesia, Fed. Sts.",FSM,2.42585179084049,3132.25799069191,15199999.8092651,..,..
1992,YR1992,Mongolia,MNG,1.64171013721366,4027.77797853696,124389999.389648,..,..
1992,YR1992,Morocco,MAR,1.63767566233961,3649.87182617188,1274920043.94531,..,..
1992,YR1992,Mozambique,MOZ,1.86801747831435,436.376415633059,2030300048.82813,..,..
1992,YR1992,Myanmar,MMR,1.36059533486576,597.202183388265,135270004.272461,..,..
1992,YR1992,Nepal,NPL,2.79868010780257,1631.23071537753,512590026.855469,..,..
1992,YR1992,Nicaragua,NIC,2.28197565551776,3262.62955159694,857909973.144531,..,..
1992,YR1992,Niger,NER,3.11277645830288,1028.65516359773,493100006.103516,..,..
1992,YR1992,Nigeria,NGA,2.52372796254107,3253.03391971921,349890014.648438,..,..
1992,YR1992,Pakistan,PAK,2.62588681084768,3267.2906884217,1134280029.29688,..,..
1992,YR1992,Papua New Guinea,PNG,3.58442578343694,3387.85927306644,692830017.089844,..,..
1992,YR1992,Philippines,PHL,2.35743067552214,4035.92811043223,2014469970.70313,..,..
1992,YR1992,Rwanda,RWA,2.26554307510296,920.206399188057,487329986.572266,..,..
1992,YR1992,Samoa,WSM,0.648746736176714,3530.79710138423,72629997.253418,..,..
1992,YR1992,Sao Tome and Principe,STP,2.06172975192445,..,80589996.3378906,..,..
1992,YR1992,Senegal,SEN,2.80045967350139,2427.5108609856,892340026.855469,..,..
1992,YR1992,Sierra Leone,SLE,-1.76514580106588,1209.63371754111,184210006.713867,..,..
1992,YR1992,Solomon Islands,SLB,2.94001714344113,2468.34007250312,65610000.6103516,..,..
1992,YR1992,Somalia,SOM,-4.62911660490178,..,1002580017.08984,..,..
1992,YR1992,South Sudan,SSD,1.82787240123078,..,..,..,..
1992,YR1992,Sri Lanka,LKA,1.14024717514053,4279.2966174098,692179992.675781,..,..
1992,YR1992,Sudan,SDN,1.50971890053507,3052.7431640625,741109985.351563,..,..
1992,YR1992,Syrian Arab Republic,SYR,2.88488732680399,..,266010009.765625,..,..
1992,YR1992,Tajikistan,TJK,1.78202040547211,2521.43268648005,19350000.3814697,..,..
1992,YR1992,Tanzania,TZA,2.53289241340601,1306.36242675781,1826900024.41406,..,..
1992,YR1992,Timor-Leste,TLS,1.42000381366865,..,209999.993443489,..,..
1992,YR1992,Togo,TGO,2.86575395931882,1566.28357826943,307149993.896484,..,..
1992,YR1992,Tunisia,TUN,2.06243118067458,6078.84873305534,518109985.351563,..,..
1992,YR1992,Uganda,UGA,3.40830678772436,920.651530056751,1003440002.44141,..,..
1992,YR1992,Ukraine,UKR,0.287851767971729,13447.1640625,737359985.351563,..,..
1992,YR1992,Uzbekistan,UZB,2.3443917035247,3074.65882065673,1629999.99523163,..,..
1992,YR1992,Vanuatu,VUT,2.48947430333076,2792.94720503364,59209999.0844727,..,..
1992,YR1992,Vietnam,VNM,2.07021824643611,2317.26666789588,675090026.855469,..,..
1992,YR1992,West Bank and Gaza,PSE,4.47788607336765,..,..,..,..
1992,YR1992,"Yemen, Rep.",YEM,3.79803628349844,..,344950012.207031,..,..
1992,YR1992,Zambia,ZMB,2.43037212976421,2141.50461450784,1390250000,..,..
1992,YR1992,Zimbabwe,ZWE,2.50911907765175,2468.27825686681,1096510009.76563,..,..
1993,YR1993,Afghanistan,AFG,14.9644548746872,..,334480010.986328,..,..
1993,YR1993,Algeria,DZA,2.24036926865414,8109.88355918664,461769989.013672,..,..
1993,YR1993,Angola,AGO,3.16154666755438,3783.11436710346,435290008.544922,..,..
1993,YR1993,Bangladesh,BGD,1.91082122823187,1867.7809380996,1629829956.05469,..,..
1993,YR1993,Benin,BEN,4.45082260643724,2155.36661622986,405820007.324219,..,..
1993,YR1993,Bhutan,BTN,-4.70773534799775,3118.96322849646,81400001.5258789,..,..
1993,YR1993,Bolivia,BOL,2.00918364775402,4657.030395839,785489990.234375,..,..
1993,YR1993,Burkina Faso,BFA,2.4850766675275,1030.55920362618,678929992.675781,..,..
1993,YR1993,Burundi,BDI,-3.32584961317081,1153.54130871448,312399993.896484,..,..
1993,YR1993,Cabo Verde,CPV,2.53394730591853,1844.76434520909,169460006.713867,..,..
1993,YR1993,Cambodia,KHM,5.26462795865572,1716.84095776483,410519989.013672,..,..
1993,YR1993,Cameroon,CMR,2.91032942909575,2736.28261393051,764469970.703125,..,..
1993,YR1993,Central African Republic,CAF,3.20438646726048,1019.44100626915,235199996.948242,..,..
1993,YR1993,Chad,TCD,2.27994585581428,917.184861097219,321350006.103516,..,..
1993,YR1993,Comoros,COM,2.25435931996563,2876.28375506325,66800003.0517578,..,..
1993,YR1993,"Congo, Dem. Rep.",COD,3.20523288626427,1128.59314469046,255460006.713867,..,..
1993,YR1993,"Congo, Rep.",COG,2.86268606275743,4790.46115745472,172440002.441406,..,..
1993,YR1993,Cote d'Ivoire,CIV,3.65659816548026,3810.04362983945,1056939941.40625,..,..
1993,YR1993,Djibouti,DJI,-1.93877242196354,..,194929992.675781,..,..
1993,YR1993,"Egypt, Arab Rep.",EGY,2.29563116641862,6051.32746628861,3636620117.1875,..,..
1993,YR1993,El Salvador,SLV,1.40894113586898,5688.11479624215,533140014.648438,..,..
1993,YR1993,Eritrea,ERI,3.0887728057642,..,105150001.525879,..,..
1993,YR1993,Eswatini,SWZ,3.011593411951,4762.49760760924,80559997.5585938,..,..
1993,YR1993,Ethiopia,ETH,3.36527734385744,655.213218113545,1562949951.17188,..,..
1993,YR1993,"Gambia, The",GMB,3.58633069089488,2034.40165285504,120019996.643066,..,..
1993,YR1993,Ghana,GHA,2.44550905017119,2447.40867864445,872280029.296875,..,..
1993,YR1993,Guinea,GIN,3.08278482668984,1512.97986209037,572159973.144531,..,..
1993,YR1993,Guinea-Bissau,GNB,3.25629287604445,1997.07637874528,137110000.610352,..,..
1993,YR1993,Haiti,HTI,1.92642979077471,3095.55799006796,187490005.493164,..,..
1993,YR1993,Honduras,HND,2.80543025160191,3928.3717157575,413309997.558594,..,..
1993,YR1993,India,IND,2.04783736093956,1908.57822361526,1965150024.41406,..,..
1993,YR1993,Indonesia,IDN,1.67182800963408,5200.02274436076,2157669921.875,..,..
1993,YR1993,"Iran, Islamic Rep.",IRN,0.643706109370984,10114.0394764231,200009994.506836,..,..
1993,YR1993,Kenya,KEN,2.94184248128658,3367.16782344836,1255810058.59375,..,..
1993,YR1993,Kiribati,KIR,1.51855855176381,1976.68468332892,22190000.5340576,..,..
1993,YR1993,"Korea, Dem. People's Rep.",PRK,1.54135344270226,..,19540000.9155273,..,..
1993,YR1993,Kyrgyz Republic,KGZ,0.028786218243318,3362.82900036889,149190002.441406,..,..
1993,YR1993,Lao PDR,LAO,2.68639560805134,2082.09755399811,206559997.558594,..,..
1993,YR1993,Lebanon,LBN,1.94049003899507,10634.3918474571,202830001.831055,..,..
1993,YR1993,Lesotho,LSO,1.44078924292089,1430.37872111406,209429992.675781,..,..
1993,YR1993,Liberia,LBR,3.83021241897833,..,177550003.051758,..,..
1993,YR1993,Madagascar,MDG,3.094667743784,1597.76944288438,500890014.648438,..,..
1993,YR1993,Malawi,MWI,1.39221230120606,965.38347388698,704489990.234375,..,..
1993,YR1993,Mali,MLI,2.08262983645748,1403.25272719915,542469970.703125,..,..
1993,YR1993,Mauritania,MRT,4.0847344287677,4540.36542516628,455549987.792969,..,..
1993,YR1993,"Micronesia, Fed. Sts.",FSM,3.0032459622543,3287.02941493278,91610000.6103516,..,..
1993,YR1993,Mongolia,MNG,1.50073653904303,3842.05218142143,124150001.525879,..,..
1993,YR1993,Morocco,MAR,1.58613440097231,3565.513671875,1119479980.46875,..,..
1993,YR1993,Mozambique,MOZ,2.7791184726152,469.397817421582,1773130004.88281,..,..
1993,YR1993,Myanmar,MMR,1.32608171995173,635.107184332737,113480003.356934,..,..
1993,YR1993,Nepal,NPL,2.69367175707009,1649.00812807244,392089996.337891,..,..
1993,YR1993,Nicaragua,NIC,2.2229761685025,3178.36406658143,457510009.765625,..,..
1993,YR1993,Niger,NER,3.15410250429525,999.922653353452,483109985.351563,..,..
1993,YR1993,Nigeria,NGA,2.55576762430514,3106.41482555884,424079986.572266,..,..
1993,YR1993,Pakistan,PAK,2.55855603034947,3240.73554927622,1110410034.17969,..,..
1993,YR1993,Papua New Guinea,PNG,3.67719965352654,3859.9471860592,518530029.296875,..,..
